Product Name,Product Price,Product Description,Product Reviews
"Mi 11x Pro 5G (Lunar White, 256 GB)","₹24,999",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display108MP Rear Camera4520 mAh Battery1 year on phone & 6 months on box accessories of domestic only,4
Easyfone Star,"₹1,425",32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) QVGA Display800 mAh Battery1,3.8
"Samsung Galaxy F36 5G (Red, 128 GB)","₹18,999",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
"Samsung Galaxy F36 5G (Black, 128 GB)","₹17,499",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,
"IQOO Z6 Pro 5G (Phantom Dusk, 256 GB)","₹28,999",12 GB RAM | 256 GB ROM16.36 cm (6.44 inch) Display64MP Rear Camera4700 mAh Battery1 Year,4.3
"Samsung Galaxy S24 5G (Onyx Black, 512 GB)","₹89,999",8 GB RAM | 512 GB ROM15.75 cm (6.2 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera4000 mAh BatteryExynos 2400 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.6
"Samsung Galaxy Z Flip5 (Mint, 512 GB)","₹64,990",8 GB RAM | 512 GB ROM17.02 cm (6.7 inch) Display12MP + 12MP | 10MP Front Camera3700 mAh BatterySnapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.4
"Apple iPhone 15 (Green, 256 GB)","₹74,900","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6
HydroWrap Screen Guard for iPhone 12 Pro,₹284,Nano Liquid Screen ProtectorMobileScreen GuardRemovable,
"Samsung Galaxy F36 5G (Violet, 128 GB)","₹18,999",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
"Apple iPhone 6 Plus (Silver, 16 GB)","₹40,999",16 GB ROM13.97 cm (5.5 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraApple A8 64-bit processor and M8 Motion Co-processor1 Year for Mobile & 6 Months for Accessories,4.5
"Huawei Ideos X5 (Black, 4 GB)","₹12,999",512 MB RAM | 4 GB ROM | Expandable Upto 32 GB9.65 cm (3.8 inch) WVGA Display5MP Rear Camera1500 mAh Li-Ion BatteryQualcomm Scorpion Processor1 Year for Mobile & 6 Months for Accessories,4.2
"Samsung Galaxy F36 5G (Violet, 128 GB)","₹17,499",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,
"CMF by Nothing Phone 2 Pro (Orange, 128 GB)","₹18,999",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.2 cm (6.77 inch) Display50MP + 50MP + 8MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 Pro 5G Processor1 Year Manufacturing Warranty,4.4
"OnePlus Nord 2T 5G (Gray Shadow, 256 GB)","₹32,900",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera4500 mAh Battery12 months Warranty,4.3
"Apple iPhone 16 Plus (Ultramarine, 128 GB)","₹79,999","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6
"IQOO Neo 6 5G (Dark Nova, 256 GB)","₹32,999",12 GB RAM | 256 GB ROM16.81 cm (6.62 inch) Display64MP + 64MP + 8MP + 2MP | 16MP + 16MP Dual Front Camera4700 mAh Battery1 Year,4.4
"Apple iPhone 15 (Black, 256 GB)","₹74,900","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6
HydroWrap Screen Guard for iPhone 12,₹284,Smart Screen GuardMobileScreen GuardRemovable,
HydroWrap Screen Guard for iPhone 12 Pro Max,₹284,Nano Liquid Screen ProtectorMobileScreen GuardRemovable,
"Apple iPhone 6 (Grey, 128 GB)","₹71,500",128 GB ROM11.94 cm (4.7 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraApple A8 64-bit processor and M8 Motion Co-processor1 Year Manufacturer Warranty,4.4
BlackZone FLIPPER Dual Screen 2.4 & 1.8 Inch Dual Micro SIM,"₹1,679",64 MB RAM | 64 MB ROM6.1 cm (2.4 inch) Display0.3MP Rear Camera1100 mAh Battery1 Year Manufacturer Warranty for Device,3.8
"Samsung Galaxy F36 5G (Red, 128 GB)","₹18,999",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
"Samsung Galaxy F36 5G (Black, 128 GB)","₹17,499",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,
"Samsung Galaxy Z Flip5 Special Edition (Yellow, 256 GB)","₹89,999",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Super AMOLED Display12MP + 12MP | 10MP Front Camera3700 mAh BatteryQualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm) Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.3
"OnePlus 7 (Mirror Grey, 256 GB)","₹36,489",8 GB RAM | 256 GB ROM16.28 cm (6.41 inch) Display48 MP + 5 MP | 16MP Front Camera3700 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.6
"Nokia 2660 Flip 4G Volte Red keypad Mobile with Dual Sim & Screen, MP3 Player","₹4,580",0.046875 GB RAM | 0.125 GB ROM7.11 cm (2.8 inch) QVGA Display0.3MP Rear Camera1450 mAh Lithium Ion Battery1 Year Manufacturer Warranty,4
"Apple iPhone XR (Blue, 64 GB)","₹47,900","64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Face ID for Secure AuthenticationFast-charge CapableBrand Warranty of 1 Year",4.6
"Samsung Galaxy F36 5G (Black, 128 GB)","₹18,999",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
"Samsung Galaxy F36 5G (Red, 128 GB)","₹17,499",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,
"Apple iPhone 15 Plus (Yellow, 128 GB)","₹71,999","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6
"Apple iPhone 16 Plus (Black, 256 GB)","₹89,999","256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6
"CMF by Nothing Phone 2 Pro (Light Green, 128 GB)","₹18,999",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.2 cm (6.77 inch) Display50MP + 50MP + 8MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 Pro 5G Processor1 Year Manufacturing Warranty,4.4
HydroWrap Screen Guard for iPhone 12 Pro,₹284,Nano Liquid Screen ProtectorMobileScreen GuardRemovable,
"OnePlus 8T 5G (Aquamarine Green, 256 GB)","₹35,999",12 GB RAM | 256 GB ROM16.64 cm (6.55 inch) Display48MP Rear Camera4500 mAh Battery12 months,3.3
"realme 13 Pro+ 5G (Monet Gold, 512 GB)","₹28,999",12 GB RAM | 512 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 50MP | 32MP Front Camera5200 mAh BatterySnapdragon 7s Gen2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
"Samsung Galaxy Z Flip5 (Blue, 256 GB)","₹80,000",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display12MP Rear Camera3700 mAh Battery1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.4
"Apple iPhone 14 (Yellow, 128 GB)","₹52,990","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6
HydroWrap Screen Guard for iPhone 12 Pro Max,₹284,Nano Liquid Screen ProtectorMobileScreen GuardRemovable,
HydroWrap Screen Guard for iPhone 12,₹284,Smart Screen GuardMobileScreen GuardRemovable,
"OnePlus 9 Pro 5G (Morning Mist, 256 GB)","₹52,999",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display48MP Rear Camera4500 mAh Battery1 Year,3.8
"vivo V29 5G (Blue, 256 GB)","₹36,999",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ AMOLED Display50MP + 8MP + 2MP | 50MP Front Camera4600 mAh Battery778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.5
"IQOO 9 5G (Pnix, 128 GB)","₹48,999",8 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Display48MP Rear Camera4350 mAh Battery1 Year,4.1
"IQOO Neo9 Pro (Conqueror Black, 128 GB)","₹35,555",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5160 mAh Battery1 Year,4.5
"realme GT 2 Pro (Paper White, 256 GB)","₹29,999",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Quad HD Display50MP + 50MP + 2MP | 32MP Front Camera5000 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 1 Mobile Platform Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.3
"Samsung Galaxy S23 Plus 5G (Cream, 512 GB)","₹61,720",8 GB RAM | 512 GB ROM16.76 cm (6.6 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera4700 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.4
"Apple iPhone 14 (Purple, 128 GB)","₹52,990","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6
"Samsung Galaxy Z Flip4 5G (Bora Purple, 256 GB)","₹69,999",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display12MP + 12MP | 10MP Front Camera3700 mAh Lithium Ion BatteryQualcomm Snapdragon 8+ Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,3.9
"REDMI Note 13 Pro+ 5G (Fusion Black, 512 GB)","₹25,999",12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Ultra 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2
"LG G7+ ThinQ (Black, 128 GB)","₹55,000",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB15.49 cm (6.1 inch) Quad HD+ Display16MP + 16MP | 8MP Front Camera3000 mAh Li-ion BatteryQualcomm Snapdragon 845 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.4
"(Refurbished) vivo V25 5G (Surfing Blue, 128 GB)","₹16,999","Grade: Refurbished - SuperbCompatible Charger & Cable8 GB RAM | 128 GB ROM |6.44 inch Full HD+ Display64MP + 8, 2MP Dual Rear Camera | 50MP Front Camera4500 mAh BatteryDimensity 900 ProcessorSeller warranty of 1 Year",
"REDMI Note 13 Pro+ 5G (Fusion White, 512 GB)","₹28,390",12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Ultra 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2
"Motorola Edge 30 Fusion (Viva Magenta, 128 GB)","₹42,999",8 GB RAM | 128 GB ROM16.64 cm (6.55 inch) Full HD+ Display50MP + 13MP + 2MP | 32MP Front Camera4400 mAh Lithium BatteryQualcomm Snapdragon 888 + Processor1 Year on Handset and 6 Months on Accessories,4.2
"Apple iPhone 14 Plus (Blue, 128 GB)","₹69,900","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6
"OnePlus 10R 5G (Sierra Black, 256 GB)","₹42,999",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera | 16MP Front Camera5000 mAh Battery1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,4.3
"Apple iPhone 14 Plus (Starlight, 128 GB)","₹69,900","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6
"OnePlus 9 5G (Winter Mist, 128 GB)","₹42,998",8 GB RAM | 128 GB ROM16.64 cm (6.55 inch) Display48MP Rear Camera4500 mAh Battery1 Year,3.8
"Apple iPhone 14 Plus (Blue, 512 GB)","₹99,900","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6
HydroWrap Screen Guard for iPhone 12 Pro,₹284,Nano Liquid Screen ProtectorMobileScreen GuardRemovable,
"Samsung Galaxy F36 5G (Violet, 128 GB)","₹18,999",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
"Apple iPhone 6 (Space Grey, 32 GB)","₹30,780",32 GB ROM11.94 cm (4.7 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraApple A8 64-bit processor and M8 Motion Co-processorBrand Warranty of 1 Year,4.4
Pear P4,₹880,32 MB RAM | 32 MB ROM3.66 cm (1.44 inch) Display0.3MP Rear Camera900 mAh Battery6 MONTHS WARRENTY,4.6
"Samsung Galaxy F36 5G (Violet, 128 GB)","₹17,499",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,
"CMF by Nothing Phone 2 Pro (Orange, 128 GB)","₹18,999",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.2 cm (6.77 inch) Display50MP + 50MP + 8MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 Pro 5G Processor1 Year Manufacturing Warranty,4.4
"REDMI Note 13 Pro 5G (Arctic White, 256 GB)","₹22,499",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
SIAVANTAGE PRO FLIP 3,"₹1,299",16 GB RAM | 8 MB ROM6.1 cm (2.4 inch) Display1.3MP Rear Camera1000 mAh Battery1 Month Domestic Warranty,3.7
"REDMI Note 13 Pro 5G (Arctic White, 256 GB)","₹22,768",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
"Apple iPhone 15 Plus (Blue, 512 GB)","₹1,01,999","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6
HydroWrap Screen Guard for iPhone 12,₹284,Smart Screen GuardMobileScreen GuardRemovable,
HydroWrap Screen Guard for iPhone 12 Pro Max,₹284,Nano Liquid Screen ProtectorMobileScreen GuardRemovable,
"LG Optimus L5 II Dual E455 (White, 4 GB)","₹10,499",512 MB RAM | 4 GB ROM | Expandable Upto 32 GB10.16 cm (4 inch) WVGA Display5MP Rear Camera1700 mAh Li-Ion Battery1 Year for Mobile & 6 Months for Accessories,4.5
"Nokia C22 (Sand, 64 GB)","₹5,899",2 GB RAM | 64 GB ROM16.51 cm (6.5 inch) Display13MP Rear Camera5000 mAh Battery1-year warranty,3.7
"Samsung Galaxy F36 5G (Red, 128 GB)","₹18,999",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
"Samsung Galaxy F36 5G (Black, 128 GB)","₹17,499",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,
"Lenovo Vibe K5 Plus (Golden, 16 GB)","₹7,165",2 GB RAM | 16 GB ROM | Expandable Upto 32 GB12.7 cm (5 inch) Full HD Display13MP Rear Camera | 5MP Front Camera2750 mAh Li-Ion Polymer BatteryQualcomm Snapdragon 616 ProcessorBrand Warranty of 1 Year,4
"LG Velvet Dual Screen (Aurora Silver, 128 GB)","₹54,599",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.27 cm (6.8 inch) Full HD+ Display48MP + 8MP + 5MP | 16MP Front Camera4300 mAh Lithium Polymer BatteryQualcomm Snapdragon 845 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,4.4
"Samsung Galaxy S23 Ultra 5G (Green, 512 GB)","₹1,61,999",12 GB RAM | 512 GB ROM17.27 cm (6.8 inch) Quad HD+ Display200MP + 10MP + 12MP + 10MP | 12MP Front Camera5000 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.6
"REDMI Note 13 Pro 5G (Coral Purple, 256 GB)","₹21,395",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
"Samsung Galaxy F36 5G (Black, 128 GB)","₹18,999",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
"Samsung Galaxy F36 5G (Red, 128 GB)","₹17,499",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,
"Apple iPhone 15 (Green, 128 GB)","₹64,900","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6
"Apple iPhone 16 (Teal, 128 GB)","₹69,999","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6
"CMF by Nothing Phone 2 Pro (Light Green, 128 GB)","₹18,999",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.2 cm (6.77 inch) Display50MP + 50MP + 8MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 Pro 5G Processor1 Year Manufacturing Warranty,4.4
HydroWrap Screen Guard for iPhone 12 Pro,₹284,Nano Liquid Screen ProtectorMobileScreen GuardRemovable,
"Xiaomi 11T Pro 5G Hyperphone (Moonlight White, 256 GB)","₹28,858",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display108MP Rear Camera5000 mAh Battery12 months,4.1
"Samsung Galaxy A54 5G (Awesome Violet, 128 GB)","₹26,988","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatteryExynos 1380, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories",4.3
"Samsung Galaxy S24 5G (Onyx Black, 256 GB)","₹52,999",8 GB RAM | 256 GB ROM15.75 cm (6.2 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera4000 mAh BatteryExynos 2400 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.6
"Samsung Galaxy A53 (Awesome Blue, 256 GB)","₹29,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display64MP + 12MP + 5MP + 5MP | 32MP Front Camera5000 mAh Lithium Ion BatteryExynos Octa Core Processor Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box,4.1
HydroWrap Screen Guard for iPhone 12 Pro Max,₹284,Nano Liquid Screen ProtectorMobileScreen GuardRemovable,
HydroWrap Screen Guard for iPhone 12,₹284,Smart Screen GuardMobileScreen GuardRemovable,
"Apple iPhone 15 (Blue, 128 GB)","₹64,900","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6
"OnePlus 9 5G (Astral Black, 128 GB)","₹36,500",8 GB RAM | 128 GB ROM16.64 cm (6.55 inch) Display48MP Rear Camera4500 mAh Battery12 months,3.8
"Motorola Edge 30 Ultra (Interstellar Black, 256 GB)","₹39,999",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display200MP + 50MP + 12MP | 60MP Front Camera4610 mAh Lithium BatteryQualcomm Snapdragon 8+ Gen 1 Processor1 Year on Handset and 6 Months on Accessories,4.2
"Samsung Galaxy S20 FE 5G (Cloud Mint, 128 GB)","₹26,599",8 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Display12MP + 12MP | 32MP + 32MP Dual Front Camera4500 mAh Battery1 Year Warranty,4.2
"OPPO Find N3 Flip (Sleek Black, 256 GB)","₹74,999",12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Full HD Display50MP + 48MP + 32MP | 32MP Front Camera4300 mAh BatteryMediatek Dimensity 9200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
"Apple iPhone 15 (Black, 128 GB)","₹64,900","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6
"OnePlus 10R (Forest Green, 128 GB)","₹38,999",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh Battery1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,4.3
"Nothing Phone (2a) Plus (Grey, 256 GB)","₹26,999",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 50MP | 50MP Front Camera5000 mAh BatteryDimensity 7350 Pro 5G Processor1 Year Manufacturing Warranty,4.4
"vivo V29 5G (Black, 128 GB)","₹33,990",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ AMOLED Display50MP + 8MP + 2MP | 50MP Front Camera4600 mAh Battery778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.5
"OPPO Reno11 5G (Wave Green, 256 GB)","₹29,999",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 32MP | 32MP Front Camera5000 mAh BatteryMediatek Dimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.3
"Apple iPhone 14 Plus (Purple, 128 GB)","₹69,900","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6
"Honor 90 5G (Emerald Green, 256 GB)","₹25,999",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display200MP Rear Camera5000 mAh Battery1 year manufacturer warranty for handset & 6 months for accessories,4.2
"Samsung Galaxy Z Flip5 (Graphite, 256 GB)","₹78,999",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display12MP + 12MP | 10MP Front Camera3700 mAh BatterySnapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.4
"(Refurbished) realme 12x 5G (Twilight Purple, 128 GB)","₹8,499",Grade: Refurbished - SuperbCompatible Charger & Cable4 GB RAM | 128 GB ROM | Expandable Upto 2 TB6.72 inch Full HD+ Display50MP + 2MP Dual Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6100+ ProcessorSeller warranty of 1 Year,
GREENBERRI GB454,"₹1,463",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Display2MP Rear Camera2500 mAh Battery6 MONTH,
